0	34.4778	35.6189	1
1	39.0507	39.1707	1
2	2.02206	39.337	1
3	6.2992	35.7701	1
4	6.7346	38.6952	1
5	1.02149	0.113657	1
6	7.8823	38.1418	1
7	12.1242	5.67015	1
8	17.6995	39.6666	1
9	3.95076	1.76318	1
10	18.6094	38.9234	1
11	18.7798	0.0673801	1
12	13.8062	38.1358	1
13	17.0386	35.9819	1
14	13.355	3.44595	1
15	13.745	0.134426	1
16	14.3763	39.1045	1
17	21.9717	0.0529625	1
18	22.4245	33.6293	1
19	26.9939	37.5489	1
20	26.0086	39.9692	1
21	27.0735	0.356058	1
22	29.1438	30.783	1
23	26.5728	3.39217	1
24	27.7621	38.4303	1
25	30.2546	33.7548	1
26	27.3377	34.5358	1
27	32.1003	38.0564	1
28	31.0739	37.6594	1
29	27.9093	35.5578	1
30	34.4329	39.7081	1
31	31.4553	35.5596	1
32	35.9893	36.9696	1
33	2.9148	38.2294	1
34	39.0363	6.26763	1
35	6.64514	0.863472	1
36	4.05595	36.5395	1
37	8.32379	32.186	1
38	8.2524	7.1965	1
39	6.21174	3.80008	1
40	5.70623	5.55025	1
41	4.91374	2.27769	1
42	14.945	38.1219	1
43	8.74353	1.637	1
44	8.41558	4.56212	1
45	16.143	38.0554	1
46	16.7458	39.1206	1
47	9.65036	0.897125	1
48	17.3835	3.55578	1
49	14.3812	5.35175	1
50	16.0811	2.15469	1
51	24.9192	39.6064	1
52	22.1301	36.9523	1
53	21.2454	37.7403	1
54	26.3605	2.21855	1
55	29.2085	37.2355	1
56	22.6674	39.0178	1
57	23.34	2.19926	1
58	24.3295	2.62022	1
59	24.3254	3.84785	1
60	27.3808	36.5329	1
61	29.9931	37.9983	1
62	29.069	1.26889	1
63	0.131877	0.777253	1
64	35.0744	37.7274	1
65	32.2762	34.8775	1
66	0.00164482	38.5561	1
67	36.1369	38.1796	1
68	0.690948	32.4494	1
69	0.0598768	37.4647	1
70	33.4265	39.3602	1
71	0.421956	1.90585	1
72	2.34707	4.62079	1
73	4.26345	35.399	1
74	4.02532	3.01706	1
75	5.84836	1.58947	1
