0 9.9999000000000002
0.5 6.0652307808634758
1 3.6787392299055743
1.5 2.2312625538248207
2 1.3533257654222668
2.5 0.82083151721261971
3 0.49785823699244025
3.5 0.30196553000659221
4 0.183150894244513
4.5 0.1110863549949969
5 0.067377111736074025
6 0.024786530279425199
7 0.0091184093153095936
8 0.0033544585508421165
9 0.0012340301669091849
10 0.00045397205831014997
11 0.00016700615208016886
12 6.1437822707515084e-05
13 2.2601598875399818e-05
14 8.3146219903722798e-06
15 3.0587631974137689e-06
16 1.1252504694364207e-06
17 4.1395444408298816e-07
18 1.5228456812986612e-07
19 5.6022081709673465e-08
20 2.0609269065325609e-08
21 7.5816884779139381e-09
22 2.7891333745962872e-09
23 1.0260596968536202e-09
24 3.7746438054784449e-10
25 1.3886069106824198e-10
26 5.1083738009833128e-11
27 1.8792563028329188e-11
28 6.9133630179089769e-12
29 2.5432714071700544e-12
30 9.3561258591121462e-13
31 3.4419091428764216e-13
32 1.2662012809798185e-13
33 4.6580709060063113e-14
34 1.7135999537602776e-14
35 6.3039504137664268e-15
36 2.3190821598718225e-15
37 8.5313838327327685e-16
38 3.1385050241358041e-16
