0 9
0.5 5.3144099999999996
1 3.1381059608999995
1.5 1.8530201888518403
2 1.0941898913151229
2.5 0.64610818892266686
3 0.38152042447694551
3.5 0.22528399544939157
4 0.13302794647291122
4.5 0.078551672112789336
5 0.046383976865880971
6 0.016173092699229865
7 0.0056392087339601667
8 0.0019662705047555264
9 0.00068559613241279667
10 0.00023905258998828692
11 8.335248417898076e-05
12 2.9063214161986935e-05
13 1.0133716178293833e-05
14 3.5334083494636277e-06
15 1.2320233115272932e-06
16 4.2957996643017298e-07
17 1.4978527259308304e-07
18 5.2226895197709472e-08
19 1.8210392348803527e-08
20 6.349571197789787e-09
21 2.2139585805492313e-09
22 7.7195962431191598e-10
23 2.6916567762526088e-10
24 9.3852268602835409e-11
25 3.2724262616282853e-11
26 1.1410244842468249e-11
27 3.9785063728308983e-12
28 1.3872193960065868e-12
29 4.8369349507604083e-13
30 1.6865349334963097e-13
31 5.8805836978565061e-14
32 2.0504327506460958e-14
33 7.1494169302523289e-15
34 2.4928475428649124e-15
35 8.6920219265325536e-16
36 3.0307206466583678e-16
