10 2.79999999999999982236
20 3
30 2.79999999999999982236
40 2.79999999999999982236
50 2.56000000000000005329
60 2.73333333333333339255
70 2.74285714285714288252
80 2.85000000000000008882
90 2.93333333333333312609
100 2.83999999999999985789
200 3.06000000000000005329
300 3.06666666666666687391
400 3.06999999999999984013
500 3.08800000000000007816
600 3.10000000000000008882
700 3.10285714285714275817
800 3.11500000000000021316
900 3.0933333333333332682
1000 3.10400000000000009237
2000 3.08400000000000007461
3000 3.10400000000000009237
4000 3.11799999999999988276
5000 3.12720000000000020179
6000 3.11799999999999988276
7000 3.12971428571428589294
8000 3.12250000000000005329
9000 3.1244444444444443576
10000 3.13719999999999998863
20000 3.13719999999999998863
30000 3.14533333333333331439
40000 3.13479999999999980886
50000 3.1360800000000002008
60000 3.14126666666666665151
70000 3.13651428571428558811
80000 3.13874999999999992895
90000 3.14013333333333344299
100000 3.13947999999999982634
200000 3.13703999999999982862
300000 3.13833333333333319715
400000 3.13893999999999984141
500000 3.1408239999999998382
600000 3.14148000000000005016
700000 3.14257142857142879322
800000 3.14158500000000007191
900000 3.14166666666666660745
1000000 3.14234800000000014109
2000000 3.142948000000000075
3000000 3.14261466666666677838
4000000 3.14291499999999990322
5000000 3.142585599999999868
6000000 3.14260599999999978849
7000000 3.14252057142857132988
8000000 3.14261549999999978411
9000000 3.1423604444444444006
10000000 3.14214159999999997908
11000000 3.14219854545454557737
12000000 3.14233299999999982077
13000000 3.14212984615384627318
14000000 3.14219342857142835967
15000000 3.14223786666666660139
16000000 3.14222724999999991624
17000000 3.14216682352941178991
18000000 3.14223533333333326922
19000000 3.14228589473684216671
20000000 3.14220200000000016161
21000000 3.14226133333333335074
22000000 3.14232254545454559036
23000000 3.14225356521739129789
24000000 3.14226599999999978152
25000000 3.14218751999999978963
26000000 3.14225384615384628617
27000000 3.14225792592592600982
28000000 3.14223414285714275351
29000000 3.14215448275862074823
30000000 3.14217279999999998807
31000000 3.14208619354838702975
32000000 3.14201150000000017926
33000000 3.1420911515151517257
34000000 3.14197764705882365277
35000000 3.14196502857142867526
36000000 3.14199900000000020839
37000000 3.14197372972972965854
38000000 3.14197957894736834561
39000000 3.14192933333333312973
40000000 3.14191880000000001161
41000000 3.14183112195121960752
42000000 3.14177961904761904322
43000000 3.14179255813953473009
44000000 3.14182136363636344001
45000000 3.14180666666666663644
46000000 3.14173243478260877382
47000000 3.14170136170212765947
48000000 3.1416911666666664793
49000000 3.1417301224489797562
50000000 3.14170864000000005234
51000000 3.14168470588235315688
52000000 3.14174507692307702911
53000000 3.14178943396226406648
54000000 3.14178251851851841892
55000000 3.14182683636363657698
56000000 3.14180664285714295048
57000000 3.14183845614035073268
58000000 3.14184227586206876737
59000000 3.14182650847457622945
60000000 3.14185360000000013514
61000000 3.14184216393442605764
62000000 3.14182761290322565273
63000000 3.14175263492063505666
64000000 3.1417356249999999207
65000000 3.14171409230769249632
66000000 3.14171509090909095718
67000000 3.14169683582089565022
68000000 3.14170723529411777264
69000000 3.14169669565217413165
70000000 3.14170617142857144799
71000000 3.14170354929577477776
72000000 3.14170938888888873208
73000000 3.14173079452054793137
74000000 3.14175789189189202943
75000000 3.14178741333333322316
76000000 3.14180394736842094616
77000000 3.14178670129870107885
78000000 3.14178635897435887259
79000000 3.14182394936708853095
80000000 3.14186209999999999098
81000000 3.14184982716049399087
82000000 3.14182819512195132816
83000000 3.14181681927710831914
84000000 3.14179423809523816757
85000000 3.14177214117647052305
86000000 3.1418109767441859681
87000000 3.14178639080459776167
88000000 3.14178272727272744902
89000000 3.14178638202247206834
90000000 3.14181124444444437316
91000000 3.14180193406593399885
92000000 3.14180717391304353825
93000000 3.14182744086021514818
94000000 3.14182144680851083152
95000000 3.14183061052631584786
96000000 3.14182575000000019472
97000000 3.14181059793814432268
98000000 3.1418161224489797867
99000000 3.1418014949494947885
100000000 3.14177156000000001868
200000000 3.14163638000000000616
300000000 3.14161499999999982435
400000000 3.14163901999999994885
500000000 3.14166836000000015972
600000000 3.14165903999999995833
700000000 3.14164875999999981815
800000000 3.14167391000000018053
900000000 3.14167495555555564835
