0	32.9583	35.004	1
1	37.2305	39.3249	1
2	0.0995265	39.8978	1
3	3.83343	36.3822	1
4	4.06538	39.7091	1
5	39.1661	0.421497	1
6	5.09332	39.0931	1
7	12.3847	5.01965	1
8	17.9709	39.9269	1
9	2.15091	2.08965	1
10	18.8012	37.756	1
11	19.165	39.7382	1
12	15.4694	38.2059	1
13	18.5667	35.8708	1
14	13.3254	3.30297	1
15	15.6957	0.176453	1
16	16.1149	39.1049	1
17	21.221	39.8301	1
18	23.1402	35.3867	1
19	25.9678	38.9055	1
20	25.9886	0.040641	1
21	27.0557	0.553505	1
22	29.006	30.7141	1
23	26.182	3.44479	1
24	26.9251	38.2447	1
25	29.0607	33.6244	1
26	27.6083	35.4176	1
27	30.9406	37.681	1
28	29.7493	37.6191	1
29	26.9912	36.3114	1
30	33.5315	38.9358	1
31	29.8826	35.6154	1
32	34.9156	37.2101	1
33	1.00705	39.2291	1
34	38.066	6.65016	1
35	5.10947	1.40631	1
36	1.92861	37.6344	1
37	9.46798	32.1468	1
38	8.32601	6.40477	1
39	4.20015	4.28077	1
40	3.13359	6.16711	1
41	3.1494	2.5772	1
42	16.5726	38.0901	1
43	7.17546	2.42478	1
44	6.3902	5.33088	1
45	17.7043	37.9088	1
46	18.2905	38.7795	1
47	8.13859	1.93805	1
48	17.2106	3.14135	1
49	14.3207	5.03909	1
50	16.1941	1.50763	1
51	24.1754	0.166543	1
52	22.6178	36.3735	1
53	20.9852	37.5869	1
54	26.1596	2.29317	1
55	28.6477	37.4325	1
56	23.0262	38.5313	1
57	23.1704	1.87027	1
58	24.2639	2.32959	1
59	24.2531	3.4947	1
60	25.9505	37.6758	1
61	29.1077	38.4777	1
62	29.0541	1.40281	1
63	38.2194	1.07169	1
64	33.7995	37.0057	1
65	30.585	34.7968	1
66	38.1919	38.7968	1
67	34.2115	38.0521	1
68	39.4796	32.7781	1
69	38.1119	37.7119	1
70	32.4355	38.8378	1
71	38.2362	2.16867	1
72	0.313519	4.3189	1
73	1.93396	36.5032	1
74	2.22387	3.17437	1
75	4.10038	2.05658	1
76	38.3478	4.45672	1
77	6.05041	0.862472	1
78	13.8462	39.3204	1
79	5.19354	3.63328	1
80	11.3845	8.01434	1
81	20.2335	39.3247	1
82	15.1743	1.11288	1
83	14.5842	0.20705	1
84	14.4137	2.77366	1
85	15.3688	3.31503	1
86	16.2861	6.09032	1
87	23.9478	37.8759	1
88	22.2159	1.33717	1
89	22.2596	4.70569	1
90	17.2701	4.25716	1
91	27.1523	2.79756	1
92	29.8565	0.572266	1
93	22.2944	3.5936	1
94	26.1075	1.15737	1
95	30.2552	38.6054	1
96	30.4477	3.98962	1
97	28.39	39.3242	1
98	27.5303	37.3099	1
99	0.0162097	37.4939	1
100	35.2321	38.2902	1
101	28.6806	5.35433	1
102	36.1853	1.10579	1
103	37.7609	36.6621	1
104	37.2738	2.76716	1
105	3.9	37.5387	1
106	30.4174	36.6706	1
107	0.0877294	0.980503	1
108	1.00513	36.9835	1
109	1.17829	2.64338	1
110	0.381363	9.14656	1
111	5.279	4.69167	1
112	2.28486	4.27843	1
113	7.06708	1.30524	1
114	13.3595	5.58353	1
115	14.3161	6.16007	1
116	16.7865	0.097938	1
117	16.2781	2.65556	1
118	17.1882	2.0087	1
119	21.3162	3.07157	1
120	18.1983	2.50024	1
121	21.2929	1.95384	1
122	18.2116	3.68841	1
123	19.2537	1.94896	1
124	15.278	2.11532	1
125	25.1128	0.650091	1
126	20.2607	3.65419	1
127	23.2868	2.97687	1
128	26.5251	4.57282	1
129	30.6357	39.6809	1
130	28.2737	9.5038	1
131	34.4585	3.48205	1
132	30.9721	0.7961	1
133	27.9698	38.3061	1
134	34.4727	36.1678	1
135	36.4354	4.54579	1
136	33.4804	4.10196	1
137	38.2061	39.9264	1
138	37.2383	1.67191	1
139	37.6774	7.68108	1
140	0.154687	2.08572	1
141	39.2008	39.3065	1
142	2.23786	5.44428	1
143	2.03324	38.7438	1
144	0.243764	3.17242	1
145	1.29042	3.72827	1
146	7.31053	5.95405	1
147	12.7583	34.3858	1
148	3.24372	4.87613	1
149	14.9923	39.2198	1
150	6.23059	4.19748	1
151	13.3957	4.42254	1
152	15.2769	5.55741	1
153	16.3266	3.78972	1
154	15.4082	7.81943	1
155	15.3209	4.4102	1
156	24.1305	1.28022	1
157	19.2699	0.852955	1
158	23.1991	0.740788	1
159	28.3419	3.20694	1
160	29.2348	2.50332	1
161	29.5116	39.5252	1
162	28.786	0.349801	1
163	29.5871	12.1673	1
164	31.2995	38.728	1
165	28.8155	6.53049	1
166	28.148	2.13884	1
167	30.5887	5.10984	1
168	30.7823	6.22824	1
169	30.2943	2.9198	1
170	29.8196	6.88335	1
171	33.0978	37.8983	1
172	37.3693	3.92185	1
173	37.1357	38.1945	1
174	39.35	4.91805	1
175	38.8711	10.4574	1
176	39.1896	1.57961	1
177	5.15583	2.53079	1
178	2.10292	0.909532	1
179	3.23857	3.72109	1
180	14.3573	3.87821	1
181	10.4764	8.54266	1
182	8.48499	8.64841	1
183	38.2796	3.32288	1
184	5.39222	5.78449	1
185	14.2072	1.71499	1
186	7.28179	4.72078	1
187	12.4407	8.49858	1
188	16.3057	4.97562	1
189	25.6815	12.5393	1
190	13.4073	7.87935	1
191	17.9582	9.09816	1
192	21.3628	6.48591	1
193	17.3532	5.35946	1
194	19.1959	3.02775	1
195	27.7964	6.08509	1
196	27.4122	3.86067	1
197	28.4922	4.29823	1
198	30.3748	10.366	1
199	31.4872	10.8415	1
200	29.3678	3.54884	1
201	28.4147	10.646	1
202	36.2399	38.8362	1
203	35.5026	5.1624	1
204	34.483	4.55115	1
205	30.8738	7.3964	1
206	31.7457	6.65934	1
207	36.2974	2.26267	1
208	38.5255	8.53617	1
209	37.2452	0.572118	1
210	33.7803	7.43051	1
211	37.4413	8.72044	1
212	39.1755	6.45281	1
213	39.9751	10.2408	1
214	1.30867	4.77897	1
215	2.11194	6.63598	1
216	11.3407	5.76619	1
217	9.52667	10.3192	1
218	6.33945	6.44433	1
219	7.19808	3.62301	1
220	7.56092	9.27112	1
221	4.18325	3.19793	1
222	10.4033	7.4202	1
223	9.43989	9.18937	1
224	15.3187	6.70136	1
225	20.4049	13.6987	1
226	19.2544	4.15218	1
227	18.37	5.9344	1
228	21.1572	14.6066	1
229	18.3045	4.7831	1
230	27.8819	7.22326	1
231	22.2201	5.81705	1
232	30.1479	1.7267	1
233	29.3615	9.89715	1
234	28.1119	8.29705	1
235	30.6575	13.7893	1
236	31.6302	5.46626	1
237	31.2556	8.5871	1
238	28.9615	7.65717	1
239	29.2102	8.79462	1
240	33.5168	5.2162	1
241	35.4616	4.00163	1
242	32.5991	5.9511	1
243	36.3534	3.4043	1
244	38.4457	5.61941	1
245	39.2593	3.86374	1
246	39.2435	9.38397	1
247	39.1642	2.71523	1
248	7.49026	8.15809	1
249	1.86439	7.80815	1
250	9.39507	6.8947	1
251	8.42532	7.55833	1
252	8.62966	13.2252	1
253	5.58675	9.41001	1
254	13.3358	6.72979	1
255	9.44508	8.01336	1
256	12.3478	7.40563	1
257	16.4358	8.27377	1
258	12.357	6.2061	1
259	17.0952	11.2369	1
260	27.0723	7.95185	1
261	24.9004	14.3496	1
262	17.3594	7.64319	1
263	20.2949	4.78232	1
264	23.223	5.19397	1
265	20.2579	2.57529	1
266	24.2454	4.67218	1
267	23.2621	6.29474	1
268	26.7521	13.0415	1
269	30.2188	9.23601	1
270	30.8111	14.915	1
271	28.6715	12.9291	1
272	36.3011	39.9647	1
273	35.3761	11.8106	1
274	29.558	4.70991	1
275	31.8864	7.71017	1
276	36.4235	12.2641	1
277	35.5079	13.9681	1
278	37.8233	10.6445	1
279	31.4756	4.33233	1
280	0.795314	14.0791	1
281	1.23394	5.99816	1
282	0.272276	6.38912	1
283	38.8362	7.47407	1
284	2.60634	11.7154	1
285	6.50632	8.80219	1
286	0.752415	8.09569	1
287	11.5281	11.3542	1
288	10.3615	6.38491	1
289	7.6291	10.4135	1
290	7.63817	11.5164	1
291	4.32439	9.22036	1
292	17.3574	6.46617	1
293	12.5049	10.7229	1
294	19.7925	9.87958	1
295	18.642	10.01	1
296	20.6265	15.6185	1
297	19.02	11.8948	1
298	19.3484	5.38832	1
299	22.2431	2.47481	1
300	21.3273	4.21383	1
301	21.286	5.30912	1
302	23.2675	4.09506	1
303	27.5046	11.325	1
304	30.0449	8.09103	1
305	32.4781	11.3959	1
306	30.5398	12.6937	1
307	31.6554	14.2355	1
308	37.0368	9.87367	1
309	36.5619	14.5124	1
310	34.4923	5.63046	1
311	32.5416	4.72733	1
312	39.6419	11.2785	1
313	36.3471	9.06346	1
314	36.5865	7.9781	1
315	1.82939	13.7781	1
316	38.5435	11.558	1
317	6.42526	7.70027	1
318	1.09695	9.9718	1
319	0.359715	5.35051	1
320	2.19902	9.79697	1
321	1.12093	0.38623	1
322	10.5572	11.9792	1
323	11.5576	13.6408	1
324	14.3354	7.26853	1
325	12.5373	15.3944	1
326	8.58035	9.86294	1
327	12.5376	9.61074	1
328	17.9212	12.0583	1
329	18.2562	7.04623	1
330	17.5064	10.1844	1
331	27.84	14.6141	1
332	23.9802	15.0256	1
333	19.0957	8.98688	1
334	19.3007	6.47401	1
335	27.2665	9.08357	1
336	20.314	5.93737	1
337	27.6123	4.97318	1
338	29.6456	13.3502	1
339	29.6802	5.8148	1
340	32.4874	12.5284	1
341	33.0126	18.1428	1
342	31.5468	13.1176	1
343	37.4641	11.6572	1
344	33.4285	11.9351	1
345	34.4719	12.4675	1
346	2.62911	14.551	1
347	33.3849	10.7897	1
348	3.3331	12.4845	1
349	39.9328	7.38222	1
350	34.6484	6.81926	1
351	0.760062	10.9937	1
352	39.5787	8.37729	1
353	3.62029	8.41286	1
