0.02	0.999701	-0.019949
0.03	0.999402	-0.0298463
0.04	0.999005	-0.039691
0.05	0.99851	-0.0494826
0.06	0.997918	-0.0592203
0.07	0.997229	-0.0689034
0.08	0.996444	-0.0785312
0.09	0.995563	-0.088103
0.1	0.994587	-0.0976181
0.11	0.993516	-0.107076
0.12	0.992351	-0.116476
0.13	0.991093	-0.125817
0.14	0.989742	-0.135099
0.15	0.988299	-0.144321
0.16	0.986764	-0.153482
0.17	0.985138	-0.162582
0.18	0.983422	-0.171621
0.19	0.981616	-0.180597
0.2	0.979721	-0.18951
0.21	0.977737	-0.19836
0.22	0.975666	-0.207145
0.23	0.973507	-0.215866
0.24	0.971262	-0.224522
0.25	0.968931	-0.233112
0.26	0.966514	-0.241636
0.27	0.964013	-0.250093
0.28	0.961429	-0.258482
0.29	0.958761	-0.266804
0.3	0.95601	-0.275058
0.31	0.953178	-0.283242
0.32	0.950264	-0.291358
0.33	0.94727	-0.299404
0.34	0.944196	-0.30738
0.35	0.941043	-0.315285
0.36	0.937812	-0.323119
0.37	0.934503	-0.330881
0.38	0.931118	-0.338572
0.39	0.927656	-0.34619
0.4	0.924118	-0.353736
0.41	0.920506	-0.361208
0.42	0.91682	-0.368607
0.43	0.913061	-0.375932
0.44	0.909229	-0.383183
0.45	0.905325	-0.39036
0.46	0.901351	-0.397461
0.47	0.897306	-0.404487
0.48	0.893192	-0.411438
0.49	0.889008	-0.418313
0.5	0.884757	-0.425111
0.51	0.880439	-0.431833
0.52	0.876054	-0.438479
0.53	0.871604	-0.445047
0.54	0.867088	-0.451537
0.55	0.862509	-0.457951
0.56	0.857866	-0.464286
0.57	0.853161	-0.470543
0.58	0.848393	-0.476722
0.59	0.843565	-0.482822
0.6	0.838677	-0.488844
0.61	0.833729	-0.494787
0.62	0.828722	-0.50065
0.63	0.823658	-0.506434
0.64	0.818537	-0.512138
0.65	0.813359	-0.517763
0.66	0.808126	-0.523308
0.67	0.802838	-0.528772
0.68	0.797497	-0.534157
0.69	0.792102	-0.539461
0.7	0.786655	-0.544685
0.71	0.781157	-0.549828
0.72	0.775608	-0.55489
0.73	0.770009	-0.559872
0.74	0.764362	-0.564773
0.75	0.758666	-0.569593
0.76	0.752922	-0.574331
0.77	0.747132	-0.578989
0.78	0.741297	-0.583565
0.79	0.735416	-0.58806
0.8	0.729491	-0.592474
0.81	0.723523	-0.596807
0.82	0.717513	-0.601058
0.83	0.71146	-0.605228
0.84	0.705367	-0.609316
0.85	0.699234	-0.613323
0.86	0.693062	-0.617249
0.87	0.686851	-0.621093
0.88	0.680602	-0.624856
0.89	0.674317	-0.628538
0.9	0.667995	-0.632139
0.91	0.661639	-0.635658
0.92	0.655248	-0.639096
0.93	0.648823	-0.642453
0.94	0.642366	-0.645729
0.95	0.635877	-0.648924
0.96	0.629356	-0.652038
0.97	0.622806	-0.655071
0.98	0.616225	-0.658024
0.99	0.609616	-0.660896
1	0.60298	-0.663688
1.01	0.596316	-0.666399
1.02	0.589625	-0.669031
1.03	0.582909	-0.671582
1.04	0.576169	-0.674053
1.05	0.569404	-0.676444
1.06	0.562617	-0.678756
1.07	0.555807	-0.680988
1.08	0.548976	-0.683142
1.09	0.542123	-0.685216
1.1	0.535251	-0.687211
1.11	0.52836	-0.689127
1.12	0.52145	-0.690965
1.13	0.514523	-0.692725
1.14	0.507579	-0.694406
1.15	0.500619	-0.69601
1.16	0.493644	-0.697536
1.17	0.486654	-0.698985
1.18	0.47965	-0.700357
1.19	0.472634	-0.701651
1.2	0.465605	-0.70287
1.21	0.458565	-0.704011
1.22	0.451514	-0.705077
1.23	0.444453	-0.706067
1.24	0.437384	-0.706981
1.25	0.430305	-0.70782
1.26	0.42322	-0.708584
1.27	0.416127	-0.709273
1.28	0.409028	-0.709888
1.29	0.401924	-0.710429
1.3	0.394815	-0.710896
1.31	0.387702	-0.711289
1.32	0.380586	-0.71161
1.33	0.373467	-0.711858
1.34	0.366347	-0.712033
1.35	0.359225	-0.712137
1.36	0.352104	-0.712168
1.37	0.344983	-0.712128
1.38	0.337862	-0.712017
1.39	0.330744	-0.711836
1.4	0.323628	-0.711584
1.41	0.316516	-0.711263
1.42	0.309407	-0.710871
1.43	0.302303	-0.710411
1.44	0.295204	-0.709882
1.45	0.288111	-0.709285
1.46	0.281025	-0.708619
1.47	0.273946	-0.707887
1.48	0.266875	-0.707087
1.49	0.259813	-0.70622
1.5	0.25276	-0.705287
1.51	0.245717	-0.704288
1.52	0.238685	-0.703224
1.53	0.231664	-0.702095
1.54	0.224655	-0.700901
1.55	0.217659	-0.699643
1.56	0.210675	-0.698321
1.57	0.203706	-0.696936
1.58	0.196751	-0.695489
1.59	0.189811	-0.693979
1.6	0.182887	-0.692407
1.61	0.175979	-0.690774
1.62	0.169089	-0.68908
1.63	0.162215	-0.687325
1.64	0.15536	-0.685511
1.65	0.148524	-0.683637
1.66	0.141707	-0.681704
1.67	0.13491	-0.679712
1.68	0.128133	-0.677663
1.69	0.121378	-0.675556
1.7	0.114644	-0.673392
1.71	0.107932	-0.671171
1.72	0.101243	-0.668895
1.73	0.0945774	-0.666563
1.74	0.0879356	-0.664176
1.75	0.0813182	-0.661734
1.76	0.0747259	-0.659239
1.77	0.068159	-0.65669
1.78	0.0616181	-0.654088
1.79	0.0551037	-0.651434
1.8	0.0486165	-0.648728
1.81	0.0421568	-0.64597
1.82	0.0357251	-0.643162
1.83	0.0293221	-0.640303
1.84	0.0229482	-0.637395
1.85	0.0166038	-0.634438
1.86	0.0102895	-0.631431
1.87	0.0040057	-0.628377
1.88	-0.00224705	-0.625275
1.89	-0.00846832	-0.622126
1.9	-0.0146576	-0.618931
1.91	-0.0208145	-0.61569
1.92	-0.0269386	-0.612403
1.93	-0.0330293	-0.609072
1.94	-0.0390862	-0.605696
1.95	-0.045109	-0.602277
1.96	-0.0510972	-0.598814
1.97	-0.0570502	-0.595309
1.98	-0.0629679	-0.591762
1.99	-0.0688496	-0.588174
2	-0.0746951	-0.584544
2.01	-0.0805038	-0.580875
2.02	-0.0862755	-0.577165
2.03	-0.0920096	-0.573417
2.04	-0.0977059	-0.56963
2.05	-0.103364	-0.565804
2.06	-0.108983	-0.561942
2.07	-0.114564	-0.558042
2.08	-0.120105	-0.554106
2.09	-0.125606	-0.550135
2.1	-0.131068	-0.546128
2.11	-0.136488	-0.542087
2.12	-0.141868	-0.538011
2.13	-0.147208	-0.533903
